date,place,title,visitor_name,type,organisation,gender,race,party,nationality,note
2017-10-06,White House,Service Technician,Pope Bagwell,,"BTE Technologies, Inc.",,,,,Manufacturers gathering
2017-10-06,White House,Senior Robots Technician,Carl Kones,,Nucor Corporation,,,,,Manufacturers gathering
2017-10-06,White House,Casting Supervisor,Nathan Holland,,Nucor Corporation,,,,,Manufacturers gathering
2017-10-06,White House,Branch Manager,David Harvey,,Eagle Manufacturing Company,,,,,
2017-10-06,White House,Plant Maintenance Manager,Pat Petraglia,,Eagle Manufacturing Company,,,,,
2017-10-06,White House,Design Manager,Ingrid Loy,,Eagle Manufacturing Company,,,,,
2017-10-06,By phone,President of France,Emmanuel Macron,Foreign leader,,White,White,,France,
2017-10-06,White House,U.S. Ambassador to Russia,Jon Hunstman Jr.,U.S. politician,,White,White,Republican,,
2017-10-06,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-10-09,Trump National Golf Club in Virginia,Senator of South Carolina,Lindsey Graham,U.S. politician,,White,White,Republican,,
2017-10-09,By phone,Governor of California,Jerry Brown,U.S. politician,,White,White,Democrat,,
2017-10-10,White House,Former Secretary of State,Henry Kissinger,U.S. politician,,White,White,Republican,,
2017-10-10,White House,Pittsburgh Penguins Co-Owner,Mario Lemieux,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins Captain,Sidney Crosby,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins Captain,Sidney Crosby,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins Alternate Captain,Evgeni Malkin,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins Winger,Phil Kessel,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins,Matt Murray,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins,Conor Sheary,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins,Jake Guentzel,Celebrity/athlete,,White,White,,,
2017-10-10,,Pittsburgh Penguins,Justin Schultz,Celebrity/athlete,,White,White,,,
2017-10-10,White House,Pittsburgh Penguins,Kris Letang,Celebrity/athlete,,White,White,,,
2017-10-10,By phone,Prime Minister of Britain,Theresa May,Foreign leader,,White,White,,United Kingdom,
2017-10-10,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-10-10,White House,Secretary of Defense,James Mattis,Cabinet member,,White,White,,,
2017-10-10,White House,Prime Minister of Canada,Justin Trudeau,Foreign leader,,White,White,,Canada,
2017-10-11,White House,,Sophie Grégoire Trudeau,,,White,White,,,Canada Prime Minister's wife
2017-10-11,White House,Prime Minister of Canada,Justin Trudeau,Foreign leader,,White,White,,Canada,
2017-10-11,White House,Canada Minister of Foreign Affairs,Chrystia Freeland,,,White,White,,,
2017-10-11,White House,Canada Ambassador to the US,David MacNaughton,,,White,White,,,
2017-10-11,White House,Canada Chief of Staff,Katie Telford,,,White,White,,,
2017-10-11,White House,Canada Senior Political Advisor,Gerry Butts,,,White,White,,,
2017-10-11,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-10-11,White House,Secretary of Homeland Security,John Kelly,Cabinet member,,White,White,,,
2017-10-11,"Harrisburg, Pennsylvania",Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-10-11,"Harrisburg, Pennsylvania",Pennsylvania Representative,Lou Barletta,U.S. politician,,White,White,Republican,,
2017-10-11,"Harrisburg, Pennsylvania",Pennsylvania Representative,Mike Kelly,U.S. politician,,White,White,Republican,,
2017-10-11,"Harrisburg, Pennsylvania",Pennsylvania Representative,Tom Marino,U.S. politician,,White,White,Republican,,
2017-10-11,"Harrisburg, Pennsylvania",Pennsylvania Representative,Patrick Meehan,U.S. politician,,White,White,Republican,,
2017-10-11,"Harrisburg, Pennsylvania",Pennsylvania Representative,Scott Perry,U.S. politician,,White,White,,,
2017-10-11,"Harrisburg, Pennsylvania",Pennsylvania Representative,Lloyd Smucker,U.S. politician,,White,White,Republican,,
2017-10-12,White House,Kentucky Senator,Rand Paul,U.S. politician,,White,White,Republican,,
2017-10-12,White House,North Carolina Representative,Virginia Foxx,U.S. politician,,White,White,Republican,,
2017-10-12,White House,Chairman of House Energy and Commerce Committee,Greg Walden,U.S. politician,,White,White,Republican,,
2017-10-12,White House,Owner,Rich Baudry,Executive,Baudry Therapy Center,,,,,
2017-10-12,White House,COO,Leslie Baudry,,Baudry Therapy Center,,,,,
2017-10-12,White House,Driver,Danny Smith,,Big G Express,White,White,,,
2017-10-12,White House,CEO,Shelly Sun,Executive,BrightStar Care,,,,,
2017-10-12,White House,Owner,Reem Aloul,,BrightStar Care,,,,,
2017-10-12,White House,Owner,Dave Ratner,Executive,Dave's Soda and Pet City,White,White,,,
2017-10-12,White House,CEO,Catherine Monson,Executive,FASTSIGNS,White,White,,,
2017-10-12,White House,Franchisee,Howard James,,FASTSIGNS,Black,Black,,,
2017-10-12,White House,Owner,Thomas R Baber,,IHOP,White,White,,,
2017-10-12,White House,CEO,Harold Sumerford,Executive,J&M Tank Lines,White,White,,,
2017-10-12,White House,Franchisee,Mitch Cohen,,Jersey Mike's Subs,White,White,,,
2017-10-12,White House,President,Randy Noel,Executive,"Reve, Inc",White,White,,,
2017-10-12,White House,Office Manager,Gayle Merrill,,Mountain Roofing Company,White,White,,,
2017-10-12,White House,Founder & CEO,Gordon Logan,Executive,Sports Clips Haircuts,White,White,,,
2017-10-12,White House,Franchisee,Alden Joseph Rodriguez,,Sports Clips Haircuts,Hispanic,Hispanic,,,
2017-10-12,White House,Taco Bell/KFC Owner,David Barr,,,White,White,,,
2017-10-13,Omni Shoreham Hotel,President,Tony Perkins,,Family Research Council,White,White,,,
2017-10-13,White House,Senator of South Carolina,Lindsey Graham,U.S. politician,,White,White,Republican,,
2017-10-14,Trump National Golf Club in Virginia,Senator of South Carolina,Lindsey Graham,U.S. politician,,White,White,Republican,,
2017-10-14,By phone,King of Saudi Arabia,Salman bin Abdulaziz Al-Saud,Foreign leader,,White,White,,Saudi Arabia,
2017-10-15,Trump National Golf Club in Virginia,Kentucky Senator,Rand Paul,U.S. politician,,White,White,Republican,,
2017-10-16,White House,Senate Majority Leader,Mitch McConnell,U.S. politician,,White,White,Republican,,
2017-10-16,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-10-16,White House,Attorney General,Jeff Sessions,Cabinet member,,White,White,,,
2017-10-16,White House,Acting Secretary of Homeland Security,Elaine Duke,Cabinet member,,White,White,,,
2017-10-16,"Greenville, South Carolina",Governor of South Carolina,Henry McMaster,U.S. politician,,White,White,Republican,,
2017-10-16,"Greenville, South Carolina",Senator of South Carolina,Lindsey Graham,U.S. politician,,White,White,Republican,,
2017-10-16,"Greenville, South Carolina",South Carolina Represenetative,Joe Wilson,U.S. politician,,White,White,Republican,,
2017-10-17,Eisenhower Executive Office Building,Radio Host,David Webb,,Sirius XM,Black,Black,,,
2017-10-17,Eisenhower Executive Office Building,Radio Host,Mike Gallagher,Media,Salem Radio,White,White,,,
2017-10-17,Eisenhower Executive Office Building,Fox News Host,Brian Kilmeade,Media,FOX News,White,White,,,
2017-10-17,Eisenhower Executive Office Building,Radio Host,Tony Katz,Media,WIBC,White,White,,,
2017-10-17,Eisenhower Executive Office Building,Radio Host,Chris Plante,Media,WMAL,White,White,,,
2017-10-17,White House,Prime Minister of Greece,Alexis Tsipras,Foreign leader,,White,White,,Greece,
2017-10-17,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-10-17,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-10-17,By phone,Secretary of Defense,James Mattis,Cabinet member,,White,White,,,
2017-10-18,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-10-18,White House,Utah Senator,Orrin Hatch,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Oregan Senator,Ron Wyden,U.S. politician,,White,White,Democrat,,
2017-10-18,White House,Ohio Senator,Sherrod Brown,U.S. politician,,White,White,Democrat,,
2017-10-18,White House,Pennsylvania Senator,Bob Casey,U.S. politician,,White,White,Democrat,,
2017-10-18,White House,Louisiana Senator,Bill Cassidy,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Texas Senator,John Cornyn,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Idaho Senator,Mike Crapo,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Wyoming Senator,Mike Enzi,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Nevada Senator,Dean Heller,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Georgia Senator,Johnny Isakson,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Missouri Senator,Claire McCaskill,U.S. politician,,White,White,Democrat,,
2017-10-18,White House,Florida Senator,Bill Nelson,U.S. politician,,White,White,Democrat,,
2017-10-18,White House,Ohio Senator,Rob Portman,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Kansas Senator,Pat Roberts,U.S. politician,,White,White,Republican,,
2017-10-18,White House,South Carolina Senator,Tim Scott,U.S. politician,,Black,Black,Republican,,
2017-10-18,White House,Michigan Senator,Debbie Stabenow,U.S. politician,,White,White,Democrat,,
2017-10-18,White House,South Dakota Senator,John Thune,U.S. politician,,White,White,Republican,,
2017-10-18,White House,Pennsylvania Senator,Pat Toomey,U.S. politician,,White,White,Republican,,
2017-10-18,By phone,Governor of Iowa,Kim Reynolds,U.S. politician,,White,White,Republican,,
2017-10-18,By phone,President of Argentina,Mauricio Macri,Foreign leader,,Hispanic,Hispanic,,Argentina,
2017-10-19,White House,Governor of Puerto Rico,Ricardo Roselló,U.S. politician,,Hispanic,Hispanic,Democrat,,
2017-10-19,White House,Federal Reserve Chair,Janet Yellen,,,White,White,,,
2017-10-19,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-10-20,White House,United Nations Secretary-General,Antonio Guterres,,,,,,Portugal,
2017-10-22,By phone,Prime Minister of Japan,Shinzō Abe,Foreign leader,,Asian,Asian,,Japan,
2017-10-22,By phone,Prime Minister-Designate of New Zealand,Jacinda Ardern,Foreign leader,,White,White,,New Zealand,
2017-10-23,White House,Prime Minister of Singapore,Lee Hsien Loong,Foreign leader,,Asian,Asian,,Singapore,
2017-10-23,White House,Singapore Minister of Foreign Affairs,Vivian Balakrishnan,,,Asian,Asian,,Singapore,
2017-10-23,White House,Singapore Minister of Trade and Industry,S Iswaran,,,Asian,Asian,,Singapore,
2017-10-23,White House,Singapore Minister of Education,Ong Ye Kung,,,Asian,Asian,,Singapore,
2017-10-23,White House,Executive Vice President,Kevin Mcallister,Executive,Boeing,White,White,,,
2017-10-23,White House,CEO,Goh Choon Phong,Executive,Singapore Airlines,Asian,Asian,,Singapore,
2017-10-23,White House,Singapore Ambassador to the US,Ashok Mirpuri,,,,,,Singapore,
2017-10-23,White House,Singapore Permanent Secretary at Ministry of Manpower,Loh Khum Yean,,,Asian,Asian,,Singapore,
2017-10-23,White House,Singapore Press Secretary,Chang Li Lin,,,Asian,Asian,,Singapore,
2017-10-23,White House,Secretary of Veterans Affairs,David Shulkin,Cabinet member,,White,White,,,
2017-10-23,White House,Alabama Senator,Luther Strange,U.S. politician,,White,White,Republican,,
2017-10-23,White House,Alabama Representative,Mo Brooks,U.S. politician,,White,White,Republican,,
2017-10-23,White House,United States Army Captain,Gary M Rose,Former U.S. official,,White,White,,,Medal of Honor Recipient
2017-10-24,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-10-24,Capitol,Tennessee Senator,Bob Corker,U.S. politician,,White,White,Republican,,
2017-10-24,Capitol,Kentucky Senator,Rand Paul,U.S. politician,,White,White,Republican,,
2017-10-24,White House,U.S. Ambassador to the Holy See,Callista Gingrich,U.S. politician,,White,White,Republican,,
2017-10-24,White House,Arizona Senator,John McCain,U.S. politician,,White,White,Republican,,
2017-10-25,Dallas,Texas Lieutenant Governor,Dan Patrick,U.S. politician,,White,White,Republican,,
2017-10-25,Dallas,Texas Governor,Greg Abbott,U.S. politician,,White,White,Republican,,
2017-10-25,Dallas,FEMA Region 6 Administrator,Tony Robinson,,,White,White,,,
2017-10-25,White House,FEMA Federal Coordinating Officer,Kevin Hannes,,,White,White,,,
2017-10-25,Dallas,Texas Governor Chief Operating Officer,Reed Clay,U.S. politician,,White,White,Republican,,
2017-10-25,Dallas,Chief of Texas Department of Emergency Management,Nim Kidd,,,White,White,Republican,,
2017-10-25,By phone,President of China,Xi Jinping,Foreign leader,,Asian,Asian,,China,
2017-10-25,White House,Secretary of the Interior,Ryan Zinke,Cabinet member,,White,White,,,
2017-10-26,White House,EPA Administrator,Scott Pruitt,Cabinet member,,White,White,,,
2017-10-26,White House,New Jersey Governor,Chris Christie,U.S. politician,,White,White,Republican,,
2017-10-26,White House,West Virginia Senator,Joe Manchin,U.S. politician,,White,White,Democrat,,
2017-10-26,White House,Ohio Senator,Rob Portman,U.S. politician,,White,White,Republican,,
2017-10-26,White House,Secretary of the Interior,Ryan Zinke,Cabinet member,,White,White,,,
2017-10-26,White House,Secretary of Transportation,Elaine Chao,Cabinet member,,Asian,Asian,Republican,,
2017-10-26,White House,Secretary of Education,Betsy DeVos,Cabinet member,,White,White,Republican,,
2017-10-26,White House,Attorney General,Jeff Sessions,Cabinet member,,White,White,,,
2017-10-26,White House,Secretary of Commerce,Wilbur Ross,Cabinet member,,White,White,,,
2017-10-26,White House,Secretary of Housing and Urban Development,Ben Carson,Cabinet member,,Black,Black,,,
2017-10-26,White House,Secretary of Labor,Alexander Acosta,Cabinet member,,Hispanic,Hispanic,Republican,,
2017-10-26,White House,,Bob Brown,,,,,,,Opioid Victim's Father
2017-10-26,White House,,Cecilia Brown,,,,,,,Opioid Victim's Mother
2017-10-26,White House,,Rev William Ed Fast,,,,,,,Vietnam veteran and recovering addict
2017-10-26,White House,,Sabrah Jean Collar,,,,,,,Recovering addict
2017-10-26,White House,,Daniel Goonan,,,,,,,Fire Chief
2017-10-26,White House,,Rebecca Crowder,,,,,,,Owner of Recovery Center
2017-10-26,White House,,Kyrie Hickey,,,,,,,Mother was an addict (1 year old)
2017-10-26,White House,,Rachael Kinder,,,,,,,Recovering addict
2017-10-26,White House,Judge,Linda Davis,,,,,,,"Drug Court Judge, Mother of recovering addict"
2017-10-26,White House,,Sandra White,,,,,,,Opioid Victim's mother
2017-10-26,White House,,Nance Weber,,,,,,,"Faith leader, runs an opioid recovery group"
2017-10-26,White House,,Stefan Maxwell,,,,,,,Neonatal Doctor
2017-10-26,White House,,David Rausch,,,,,,,Police Chief
2017-10-26,White House,,Jim Moser,,,,,,,Opioid Victim's Father
2017-10-26,White House,,Jeanne Moser,,,,,,,Opioid Victim's Mother
2017-10-26,White House,,Mallie Moore,,,,,,,Recovering addict
2017-10-26,White House,,Cyndi Swafford,,,,,,,Foster Parent of Opioid Children
2017-10-26,White House,,Jesse Swafford,,,,,,,Foster Parent of Opioid Children
2017-10-26,White House,,Kaleb Swafford,,,,,,,Child
2017-10-26,White House,,Brandon Swafford,,,,,,,Child
2017-10-26,White House,,Cole Swaford,,,,,,,Child
2017-10-26,White House,,Chuck Caterbury,,,,,,,Fraternal Order of Police
2017-10-26,White House,President/Founder,Pastor Jimmy Jack,,New York Teen Challenge,White,White,,,
2017-10-26,White House,Former MLB Player,Mariano Rivera,Celebrity/athlete,,Hispanic,Hispanic,,,
2017-10-26,White House,Police Chief,Matthew Vanyo,,,,,,,
2017-10-26,White House,,William Roger Milam,,,,,,,PG County Sheriffs Dept
2017-10-26,White House,,Shawn Stewart Richards,,,,,,,PG County Sheriffs Dept
2017-10-26,White House,,Rose Guixens,,,,,,,PG County Police Dept
2017-10-26,White House,,Mark Debord,,,,,,,Carroll County Sheriffs Dept
2017-10-26,White House,Surgeon General,Jerome Adams,,,Black,Black,,,
2017-10-26,White House,,Quiana Sleeve,,,,,,,PG County Police Dept
2017-10-26,White House,,Frederick Ryan,,,,,,,Police Chief
2017-10-27,White House,Secretary of the Interior,Ryan Zinke,Cabinet member,,White,White,,,
2017-10-30,White House,Secretary of State,Rex Tillerson,Cabinet member,,White,White,,,
2017-10-30,White House,Attorney General,Jeff Sessions,Cabinet member,,White,White,,,
2017-10-30,White House,Secretary of Defense,James Mattis,Cabinet member,,White,White,,,
2017-10-31,White House,Speaker of the House,Paul Ryan,U.S. politician,,White,White,Republican,,
2017-10-31,White House,Secretary of the Treasury,Steven Mnuchin,Cabinet member,,White,White,,,
2017-10-31,White House,CEO,Stephen E Sandherr,Executive,Association for General Contractors,White,White,,,
2017-10-31,White House,CEO,Rob Nichols,Executive,ABA,White,White,,,
2017-10-31,White House,President and CEO,Rob Bellaman,Executive,Association of Builders and Contractors,White,White,,,
